class,cbo,wmc,rfc,lcom,loc
org.springframework.messaging.core.GenericMessagingTemplateTests,18,15,49,0,164
org.springframework.web.reactive.result.method.annotation.RequestParamMapMethodArgumentResolverTests,10,5,28,2,35
org.springframework.web.servlet.function.support.RouterFunctionMappingTests,9,5,21,0,51
org.springframework.expression.spel.testresources.Company,0,2,0,0,9
org.springframework.jdbc.support.SQLErrorCodeSQLExceptionTranslatorTests,18,9,41,9,115
org.springframework.web.multipart.support.StandardServletPartUtils,7,11,9,3,42
org.springframework.test.context.cache.DefaultContextCache,12,30,35,56,133
org.springframework.orm.hibernate5.support.OpenSessionInViewFilter,14,17,26,34,77
org.springframework.http.codec.json.AbstractJackson2Encoder,29,54,70,112,225
org.springframework.jms.support.converter.MarshallingMessageConverter,13,23,16,0,99
org.springframework.aop.target.HotSwappableTargetSourceTests,14,6,23,0,61
org.springframework.test.context.testng.transaction.ejb.AbstractEjbTxDaoTestNGTests,8,4,6,0,22
org.springframework.core.codec.StringDecoder,16,25,54,56,117
org.springframework.messaging.core.DestinationResolutionException,2,2,0,1,8
org.springframework.http.codec.xml.jaxb.XmlRootElementWithName,1,0,0,0,2
org.springframework.aot.hint.ExecutableHint,4,5,2,0,44
org.springframework.web.servlet.tags.form.AbstractHtmlElementBodyTag,7,17,13,32,59
org.springframework.validation.DefaultMessageCodesResolver,4,16,15,32,84
org.springframework.aop.target.PrototypeTargetSourceTests,6,2,7,0,18
org.springframework.jdbc.datasource.embedded.AutoCommitDisabledH2EmbeddedDatabaseConfigurer,3,2,7,0,13
org.springframework.cache.aspectj.JCacheAspectJJavaConfigTests,4,1,0,0,18
org.springframework.context.groovy.SomeClass,1,1,0,0,4
org.springframework.web.servlet.FlashMap,4,24,13,18,71
org.springframework.context.testfixture.jndi.SimpleNamingContext,6,44,19,416,204
org.springframework.r2dbc.connection.lookup.SingleConnectionFactoryLookup,2,2,1,0,10
org.springframework.web.servlet.function.ResourceHandlerFunctionTests,17,6,30,0,105
org.springframework.util.SerializationUtils,2,7,5,1,30
org.springframework.validation.DefaultBindingErrorProcessor,8,5,14,3,27
org.springframework.test.context.DynamicPropertySourceIntegrationTests,13,5,14,0,53
org.springframework.web.servlet.mvc.UrlFilenameViewControllerTests,9,16,23,120,115
org.springframework.web.reactive.result.method.annotation.SessionAttributeMethodArgumentResolver,9,7,11,10,21
org.springframework.jdbc.datasource.init.CompositeDatabasePopulator,1,7,5,0,28
org.springframework.web.servlet.tags.form.HiddenInputTag,5,5,11,4,25
org.springframework.test.context.configuration.interfaces.TestPropertySourceInterfaceTests,7,2,4,1,12
org.springframework.ui.freemarker.FreeMarkerConfigurationFactoryBeanTests,12,4,22,0,49
org.springframework.test.context.support.DefaultTestContext,10,22,17,32,94
org.springframework.test.web.servlet.htmlunit.MockMvcWebClientBuilder,7,9,5,26,34
org.springframework.web.server.adapter.AbstractReactiveWebInitializer,12,11,19,21,55
org.springframework.web.reactive.function.client.WebClientIntegrationTests,40,57,127,0,692
org.springframework.context.annotation.ComponentScanWithCustomTypeFilter,8,2,1,1,15
org.springframework.beans.factory.generator.InjectionGeneratorTests,14,31,33,445,168
org.springframework.jdbc.datasource.init.AbstractDatabasePopulatorTests,7,17,18,0,112
org.springframework.beans.factory.support.ManagedProperties,4,8,2,2,31
org.springframework.web.reactive.socket.CloseStatus,2,30,4,0,87
org.springframework.format.datetime.DateTimeFormatAnnotationFormatterFactory,8,9,16,6,36
org.springframework.core.env.AbstractPropertyResolver,11,38,19,194,122
org.springframework.cache.jcache.interceptor.CacheRemoveAllOperation,5,3,6,1,14
org.springframework.test.context.junit4.statements.RunBeforeTestMethodCallbacks,2,2,2,0,16
org.springframework.context.annotation.ConfigurationMethod,5,6,7,5,22
org.springframework.context.support.ApplicationContextAwareProcessor,13,17,11,1,38
org.springframework.http.codec.multipart.MultipartHttpMessageWriterTests,25,8,67,0,187
org.springframework.context.annotation.ConfigurationClassUtils,21,30,37,6,88
org.springframework.ejb.config.LocalStatelessSessionBeanDefinitionParser,3,1,0,0,5
org.springframework.expression.spel.ast.OperatorPower,5,13,12,1,35
org.springframework.web.servlet.mvc.annotation.ResponseStatusExceptionResolverTests,18,12,20,0,82
org.springframework.expression.spel.ast.OperatorNot,8,7,14,10,39
org.springframework.test.web.servlet.samples.client.context.WebAppResourceTests,12,3,18,0,14
org.springframework.beans.testfixture.beans.subpkg.DeepBean,0,1,0,0,4
org.springframework.core.serializer.support.SerializationFailedException,1,2,0,1,8
org.springframework.jdbc.object.SqlOperation,7,11,15,3,37
org.springframework.test.context.junit4.rules.ClassLevelDisabledSpringRuleTests,7,0,0,0,4
org.springframework.expression.spel.ast.OpInc,7,19,19,4,77
org.springframework.expression.spel.ast.SpelNodeImpl,12,43,34,155,146
org.springframework.test.context.junit4.annotation.DefaultLoaderExplicitConfigClassesBaseTests,7,1,5,0,7
org.springframework.core.convert.support.StringToLocaleConverter,2,1,1,0,5
org.springframework.messaging.converter.MarshallingMessageConverterTests,9,5,19,0,44
org.springframework.web.reactive.resource.FixedVersionStrategyTests,3,6,8,0,25
org.springframework.core.style.ToStringCreator,6,17,16,61,61
org.springframework.transaction.annotation.TransactionManagementConfigurationSelector,5,5,6,1,15
org.springframework.http.server.reactive.UndertowHttpHandlerAdapter,13,7,10,2,68
org.springframework.aop.framework.ProxyFactory,9,11,12,45,40
org.springframework.expression.common.ExpressionUtils,7,14,8,45,46
org.springframework.beans.SimpleTypeConverter,3,1,1,0,6
org.springframework.web.context.support.RequestHandledEvent,3,12,7,1,55
org.springframework.web.socket.messaging.SubProtocolWebSocketHandler,18,76,70,316,379
org.springframework.messaging.converter.ProtobufMessageConverterTests,11,10,29,0,59
org.springframework.messaging.core.TestMessageChannelDestinationResolver,2,2,2,0,9
org.springframework.r2dbc.connection.init.UncategorizedScriptException,1,2,0,1,8
org.springframework.web.socket.client.standard.EndpointConnectionManager,14,22,22,49,89
org.springframework.oxm.xstream.XStreamMarshaller,49,113,64,1226,453
org.springframework.aop.framework.AdvisedSupport,17,78,58,489,307
org.springframework.aop.framework.adapter.GlobalAdvisorAdapterRegistry,2,3,0,0,11
org.springframework.web.socket.adapter.standard.StandardWebSocketHandlerAdapter,14,15,15,0,100
org.springframework.beans.testfixture.beans.IndexedTestBean,2,18,4,106,88
org.springframework.beans.factory.parsing.BeanEntry,1,2,0,0,9
org.springframework.core.annotation.MergedAnnotationsTests,195,186,206,16290,1644
org.springframework.context.event.AbstractApplicationEventMulticaster,17,53,42,16,272
org.springframework.context.annotation.spr16756.ScannedComponent,3,1,1,0,14
org.springframework.context.annotation.Jsr330ScopeMetadataResolver,6,10,11,4,38
org.springframework.web.testfixture.http.server.reactive.bootstrap.ReactorHttpServer,5,5,16,0,25
org.springframework.web.reactive.result.view.AbstractViewTests,6,1,19,0,34
org.springframework.jdbc.datasource.DataSourceTransactionManager,14,44,48,168,196
org.springframework.jdbc.core.simple.TableMetaDataContextTests,5,3,30,0,88
org.springframework.core.codec.StringDecoderTests,9,17,34,108,95
org.springframework.transaction.StaticTransactionDefinition,2,1,0,0,5
org.springframework.scheduling.concurrent.AbstractSchedulingTaskExecutorTests,11,28,41,0,190
org.springframework.web.client.ResourceAccessException,1,2,0,1,9
org.springframework.util.InstanceFilter,4,13,12,4,45
org.springframework.web.servlet.support.RequestContextTests,7,5,9,0,41
org.springframework.test.context.support.ContextConfigurationInnerClassTestCase,0,0,0,0,4
org.springframework.context.annotation.ClassPathBeanDefinitionScanner,21,36,32,63,116
org.springframework.core.annotation.AnnotationTypeMapping,13,123,91,426,475
org.springframework.web.socket.PingMessage,1,4,4,6,14
org.springframework.cache.interceptor.CacheResolverCustomizationTests,12,8,21,0,130
org.springframework.aop.framework.Dependency,1,2,0,0,9
org.springframework.aop.framework.DefaultAopProxyFactory,10,12,10,1,22
org.springframework.test.context.support.DynamicPropertiesContextCustomizerFactoryTests,9,4,8,0,47
org.springframework.web.servlet.HttpServletBean,18,13,18,24,64
org.springframework.beans.factory.support.BeanDefinitionBuilderTests,6,14,40,78,77
org.springframework.jms.support.converter.MarshallingMessageConverterTests,9,5,20,0,46
org.springframework.http.server.reactive.ListenerReadPublisherTests,6,4,10,0,72
org.springframework.jmx.export.naming.AbstractNamingStrategyTests,3,5,8,10,11
org.springframework.mock.web.MockHttpServletRequestTests,6,71,80,0,419
org.springframework.jdbc.LobRetrievalFailureException,1,2,0,1,8
org.springframework.web.reactive.result.view.ViewResolutionResultHandlerTests,28,18,64,94,284
org.springframework.beans.factory.xml.SimplePropertyNamespaceHandler,10,6,15,3,27
org.springframework.web.servlet.function.RouterFunctionBuilderTests,16,10,38,36,100
org.springframework.web.socket.adapter.standard.StandardToWebSocketExtensionAdapter,5,3,6,1,13
org.springframework.messaging.handler.invocation.ListenableFutureReturnValueHandler,3,2,2,1,8
org.springframework.web.socket.adapter.standard.WebSocketToStandardExtensionAdapter,3,4,4,0,24
org.springframework.web.util.IntrospectorCleanupListener,2,2,5,1,9
org.springframework.context.support.LifecycleTestBean,1,5,0,0,24
org.springframework.test.context.junit4.statements.ProfileValueChecker,4,5,6,0,26
org.springframework.context.annotation.ComponentScanWithScopedProxyThroughRegex,3,0,0,0,2
org.springframework.web.context.support.ContextExposingHttpServletRequest,4,11,7,2,32
org.springframework.cache.support.NullValue,2,7,1,10,18
org.springframework.r2dbc.core.AbstractDatabaseClientIntegrationTests,10,7,39,1,32
org.springframework.web.socket.handler.PerConnectionWebSocketHandler,9,15,16,29,61
org.springframework.context.support.ResourceBundleMessageSourceTests,13,43,29,465,295
org.springframework.context.annotation.BeanMethod,9,9,9,10,29
org.springframework.aop.support.NameMatchMethodPointcutAdvisor,6,7,5,1,23
org.springframework.aop.aspectj.annotation.LazySingletonAspectInstanceFactoryDecorator,4,12,6,0,46
org.springframework.cache.concurrent.ConcurrentMapCacheManager,7,22,13,48,72
org.springframework.test.context.support.NonStaticConfigInnerClassesTestCase,0,0,0,0,6
org.springframework.http.HttpCookie,2,9,4,0,30
org.springframework.core.ReactiveAdapterRegistry,12,23,13,7,131
org.springframework.oxm.xstream.XStreamUnmarshallerTests,8,6,18,0,42
org.springframework.web.socket.client.jetty.JettyWebSocketClient,21,14,18,9,67
org.springframework.aop.framework.autoproxy.target.QuickTargetSourceCreator,6,4,2,0,21
org.springframework.tests.sample.beans.FieldAccessBean,1,3,0,3,14
org.springframework.jms.listener.AbstractJmsListeningContainer,12,64,42,475,276
org.springframework.core.testfixture.aot.generator.visibility.PublicFactoryBean,4,3,1,3,10
org.springframework.messaging.handler.annotation.support.PayloadMethodArgumentResolver,17,30,29,26,101
org.springframework.web.servlet.view.script.ScriptTemplateViewTests,13,19,46,0,203
org.springframework.scheduling.config.AnnotationDrivenBeanDefinitionParserTests,6,6,8,0,27
org.springframework.web.reactive.result.view.script.NashornScriptTemplateTests,14,5,22,10,62
org.springframework.aop.interceptor.DebugInterceptorTests,6,3,19,3,36
org.springframework.aop.interceptor.InvocationCheckExposedInvocationTestBean,3,2,7,0,6
org.springframework.messaging.support.IdTimestampMessageHeaderInitializer,5,7,4,1,27
org.springframework.jdbc.support.rowset.ResultSetWrappingRowSetTests,5,25,16,274,129
org.springframework.web.servlet.function.SseServerResponse,14,6,11,4,170
org.springframework.jdbc.config.DatabasePopulatorConfigUtils,10,11,13,3,51
org.springframework.context.support.GenericApplicationContext,19,43,42,94,169
org.springframework.web.method.annotation.MethodArgumentTypeMismatchException,3,3,0,0,15
org.springframework.web.reactive.function.client.WebClientRequestException,3,4,1,0,21
org.springframework.web.reactive.result.view.freemarker.FreeMarkerViewResolver,4,5,6,6,16
org.springframework.aop.config.AopNamespaceUtils,8,9,12,10,36
org.springframework.scheduling.config.AnnotationDrivenBeanDefinitionParser,11,13,25,3,69
org.springframework.core.codec.DecodingException,2,2,0,1,8
org.springframework.util.ExponentialBackOffTests,3,9,11,36,77
org.springframework.web.servlet.view.feed.RssFeedViewTests,5,1,9,0,33
org.springframework.http.server.DelegatingServerHttpResponse,5,7,6,0,25
org.springframework.jdbc.object.RdbmsOperationTests,13,13,27,0,89
org.springframework.jdbc.datasource.init.ScriptUtilsUnitTests,7,14,16,91,103
org.springframework.aop.testfixture.advice.CountingBeforeAdvice,2,1,1,0,5
org.springframework.messaging.tcp.reactor.AbstractNioBufferReactorNettyCodec,5,4,6,6,14
org.springframework.messaging.simp.user.TestSimpUser,4,12,9,5,37
org.springframework.test.context.transaction.manager.LookUpTxMgrByTypeAndQualifierAtClassLevelTests,6,2,2,0,32
org.springframework.web.testfixture.method.MvcAnnotationPredicates,10,16,1,120,217
org.springframework.aot.hint.ClassProxyHintTests,4,7,6,21,36
org.springframework.core.convert.support.DefaultConversionService,44,7,13,10,73
org.springframework.expression.spel.ArrayConstructorTests,13,36,18,66,150
org.springframework.web.context.support.ServletContextParameterFactoryBean,4,7,1,6,25
org.springframework.jdbc.core.namedparam.MapSqlParameterSource,7,15,14,0,59
org.springframework.context.annotation.ReflectionUtilsIntegrationTests,4,5,8,0,26
org.springframework.test.context.event.AfterTestMethodEvent,2,1,0,0,5
org.springframework.transaction.annotation.AnnotationTransactionAttributeSourceTests,39,23,47,231,561
org.springframework.aop.config.AopNamespaceHandler,5,1,2,0,8
org.springframework.orm.jpa.LocalEntityManagerFactoryBean,3,4,6,0,18
org.springframework.r2dbc.connection.ConnectionFactoryUtilsUnitTests,19,11,4,55,48
org.springframework.jca.support.ResourceAdapterFactoryBean,9,14,4,9,44
org.springframework.web.socket.sockjs.transport.session.TestHttpSockJsSession,7,17,3,106,61
org.springframework.beans.factory.config.TypedStringValue,3,25,9,50,92
org.springframework.web.servlet.handler.AbstractHandlerMethodExceptionResolver,7,9,5,6,25
org.springframework.jdbc.core.support.AbstractLobStreamingResultSetExtractor,7,7,4,6,26
org.springframework.jdbc.datasource.DelegatingDataSource,4,18,15,99,54
org.springframework.test.web.reactive.server.HeaderAssertions,10,34,43,141,146
org.springframework.cache.interceptor.SimpleKey,2,6,8,0,23
org.springframework.beans.factory.xml.DefaultBeanDefinitionDocumentReader,14,40,56,38,172
org.springframework.web.servlet.view.RedirectView,10,85,80,422,299
org.springframework.jdbc.support.incrementer.AbstractDataFieldMaxValueIncrementer,3,16,5,50,54
org.springframework.context.index.sample.type.SampleRepo,2,0,0,0,2
org.springframework.dao.UncategorizedDataAccessException,2,1,0,0,5
org.springframework.beans.factory.config.YamlPropertiesFactoryBeanTests,7,24,21,136,148
org.springframework.transaction.jta.SimpleTransactionFactory,5,4,3,1,17
org.springframework.web.servlet.mvc.method.annotation.AbstractMessageConverterMethodArgumentResolver,23,42,43,47,161
org.springframework.jms.listener.endpoint.StubJmsActivationSpecFactory,5,1,0,0,5
org.springframework.aop.scope.ScopedProxyFactoryBean,14,13,20,5,48
org.springframework.jdbc.support.SQLStateSQLExceptionTranslator,10,15,13,1,69
org.springframework.http.converter.json.MappingJackson2HttpMessageConverterTests,22,28,64,0,464
org.springframework.web.servlet.resource.GzipSupport,8,6,9,6,38
org.springframework.jca.support.LocalConnectionFactoryBeanTests,4,5,17,10,31
org.springframework.core.MethodClassKey,2,13,8,0,33
org.springframework.test.web.servlet.result.JsonPathResultMatchers,7,19,23,0,69
org.springframework.web.context.ContextLoader,12,50,58,52,198
org.springframework.beans.factory.support.ChildBeanDefinition,6,16,8,0,58
org.springframework.test.context.junit4.rules.AutowiredRuleTests,8,1,4,0,21
org.springframework.aop.aspectj.AfterThrowingAdviceBindingTests,8,7,14,0,41
org.springframework.messaging.support.MessageHeaderAccessorTests,6,26,54,276,272
org.springframework.test.web.client.MockRestServiceServerTests,7,10,24,0,104
org.springframework.web.multipart.support.StandardMultipartHttpServletRequest,14,30,33,30,152
org.springframework.aop.support.RootClassFilter,2,6,6,0,19
org.springframework.web.reactive.result.view.DefaultRenderingBuilderTests,6,10,27,45,69
org.springframework.test.context.junit4.profile.xml.DevProfileResolverXmlConfigTests,4,1,0,0,5
org.springframework.test.web.servlet.samples.standalone.ExceptionHandlerTests,0,0,0,0,89
org.springframework.util.xml.SimpleTransformErrorListener,1,4,2,0,15
org.springframework.jdbc.core.StatementCreatorUtilsTests,2,23,24,0,151
org.springframework.test.context.web.WebAppConfigurationBootstrapWithTests,8,1,5,0,15
org.springframework.util.FileSystemUtilsTests,2,5,9,3,47
org.springframework.context.expression.BeanFactoryResolver,4,3,2,0,15
org.springframework.beans.propertyeditors.ZoneIdEditor,0,3,4,1,9
org.springframework.test.web.servlet.samples.standalone.resultmatchers.HeaderAssertionTests,7,22,38,0,103
org.springframework.cache.annotation.CachingConfigurerSupport,6,4,0,6,14
org.springframework.orm.jpa.SharedEntityManagerCreator,8,10,8,10,227
org.springframework.jdbc.core.ResultSetSupportingSqlParameter,5,14,0,37,41
org.springframework.beans.propertyeditors.CharArrayPropertyEditorTests,3,3,10,0,19
org.springframework.test.context.junit4.OptionalContextConfigurationSpringRunnerTests,4,1,2,0,11
org.springframework.context.event.LifecycleEventTests,6,2,14,1,68
org.springframework.jdbc.core.metadata.DerbyTableMetaDataProvider,2,5,7,1,18
org.springframework.web.servlet.tags.form.ButtonTagTests,7,7,23,15,49
org.springframework.mail.javamail.ConfigurableMimeFileTypeMapTests,4,4,9,6,34
org.springframework.r2dbc.core.MapBindParameterSource,3,9,10,0,37
org.springframework.web.testfixture.servlet.MockPart,5,16,8,22,51
org.springframework.transaction.annotation.Ejb3TransactionAnnotationParser,8,6,5,10,32
org.springframework.http.client.reactive.ReactorResourceFactory,6,27,11,30,94
org.springframework.http.codec.json.Project,1,10,2,12,36
org.springframework.context.annotation6.ConfigForScanning,3,1,0,0,5
org.springframework.messaging.simp.user.UserRegistryMessageHandler,11,8,9,7,59
org.springframework.test.annotation.TestAnnotationUtils,2,4,5,1,13
org.springframework.expression.spel.SpelExceptionTests,6,9,7,36,100
org.springframework.context.annotation.componentscan.simple.ClassWithNestedComponents,1,0,0,0,6
org.apache.commons.logging.impl.NoOpLog,1,20,0,190,48
org.springframework.web.servlet.tags.ArgumentTag,4,6,6,0,28
org.springframework.http.client.reactive.JettyResourceFactory,10,18,8,6,62
org.springframework.beans.factory.BeanDefinitionStoreException,2,8,0,0,38
org.springframework.test.context.hierarchies.meta.ProductionConfig,3,1,0,0,5
org.springframework.test.util.XmlExpectationsHelperTests,2,5,5,10,32
org.springframework.test.context.env.ExplicitPropertiesFileTestPropertySourceTests,4,2,3,0,40
org.springframework.http.converter.smile.MappingJackson2SmileHttpMessageConverter,5,3,5,3,13
org.springframework.http.server.reactive.CookieIntegrationTests,9,4,24,1,45
org.springframework.web.util.pattern.PatternParseException,3,8,6,0,50
org.springframework.util.DigestUtilsTests,3,4,8,0,29
org.springframework.jdbc.core.metadata.HanaCallMetaDataProvider,1,2,2,1,9
org.springframework.jdbc.core.metadata.TableParameterMetaData,0,4,0,0,19
org.springframework.aop.framework.autoproxy.AbstractBeanFactoryAwareAdvisingPostProcessor,8,8,8,1,19
org.springframework.cache.support.SimpleCacheManager,1,2,1,0,9
org.springframework.jdbc.core.metadata.Db2CallMetaDataProvider,3,9,13,3,38
org.springframework.messaging.handler.DestinationPatternsMessageCondition,9,39,24,0,111
org.springframework.validation.ObjectError,4,17,12,18,52
org.springframework.cache.jcache.interceptor.JCacheAspectSupport,20,14,12,15,74
org.springframework.jndi.JndiTemplateTests,4,7,15,21,99
org.springframework.validation.DataBinder,27,111,70,1475,343
org.springframework.web.servlet.mvc.method.annotation.ServletResponseMethodArgumentResolverTests,9,6,11,0,43
org.springframework.web.socket.config.annotation.ServletWebSocketHandlerRegistration,10,4,4,3,16
org.springframework.aop.target.LazyCreationTargetSourceTests,4,1,6,0,31
org.springframework.beans.factory.config.CustomScopeConfigurerTests,6,7,13,0,56
org.springframework.orm.jpa.support.SharedEntityManagerFactoryTests,6,1,26,0,31
org.springframework.web.method.annotation.InitBinderDataBinderFactory,9,8,9,1,23
org.springframework.jdbc.datasource.init.UncategorizedScriptException,1,2,0,1,8
org.springframework.test.web.servlet.samples.client.standalone.resultmatches.XmlContentAssertionTests,3,2,17,0,27
org.springframework.web.client.DefaultResponseErrorHandlerTests,7,12,30,0,145
org.springframework.dao.InvalidDataAccessApiUsageException,1,2,0,1,8
org.springframework.aot.test.generator.compile.CompilationException,0,1,0,0,5
org.springframework.context.testfixture.jndi.ExpectedLookupTemplate,2,5,4,4,18
org.springframework.core.NestedCheckedException,3,15,8,15,49
org.springframework.test.context.junit4.annotation.meta.ConfigClassesAndProfilesWithCustomDefaultsMetaConfigTests,5,1,2,0,6
org.springframework.web.bind.support.WebRequestDataBinderIntegrationTests,22,5,20,0,92
org.springframework.scripting.bsh.BshScriptUtils,6,12,12,10,98
org.springframework.messaging.converter.MappingJackson2MessageConverter,14,46,44,28,173
org.springframework.transaction.support.AbstractTransactionStatus,6,20,8,90,66
org.springframework.messaging.simp.SimpAttributes,7,21,20,0,87
org.springframework.web.server.adapter.HttpWebHandlerAdapter,21,39,54,131,132
org.springframework.jdbc.support.incrementer.SqlServerMaxValueIncrementer,2,4,1,6,13
org.springframework.oxm.xstream.Flight,1,2,0,0,9
org.springframework.web.context.request.RequestContextHolder,6,11,9,4,57
org.springframework.scheduling.concurrent.ThreadPoolExecutorFactoryBeanTests,7,3,12,3,39
org.springframework.beans.factory.xml.BeanDefinitionParserDelegate,39,242,184,1200,960
org.springframework.transaction.MockJtaTransaction,2,8,0,26,24
org.springframework.http.converter.xml.Jaxb2RootElementHttpMessageConverter,16,25,27,47,98
org.springframework.messaging.handler.invocation.HandlerMethodReturnValueHandlerComposite,8,18,13,29,59
org.springframework.test.context.support.TestPropertySourceUtilsTests,28,31,34,441,152
org.springframework.mock.web.MockHttpServletRequest,29,204,114,8097,708
org.springframework.http.converter.json.GsonFactoryBeanTests,7,11,21,0,141
org.springframework.core.type.filter.AbstractClassTestingTypeFilter,5,2,2,1,6
org.springframework.util.PropertiesPersisterTests,3,13,12,45,83
org.springframework.web.client.ExtractingResponseErrorHandlerTests,11,7,26,0,84
org.springframework.web.servlet.mvc.method.annotation.RequestResponseBodyAdviceChainTests,20,6,16,0,73
org.springframework.javapoet.support.CodeSnippetTests,4,4,16,6,28
org.springframework.aop.framework.ProxyFactoryBean,22,82,55,193,273
org.springframework.messaging.core.AbstractMessagingTemplate,10,10,11,36,29
org.springframework.aot.test.generator.compile.CompilationExceptionTests,2,1,2,0,6
org.springframework.web.socket.server.standard.GlassFishRequestUpgradeStrategy,9,6,16,1,30
org.springframework.validation.beanvalidation.BeanValidationPostProcessorTests,11,6,9,15,95
org.springframework.web.socket.config.BarTestInterceptor,1,0,0,0,2
org.springframework.jdbc.support.SQLErrorCodeSQLExceptionTranslator,20,48,41,36,148
org.springframework.test.context.junit.jupiter.SpringJUnitJupiterAutowiredConstructorInjectionTests,9,4,6,0,26
org.springframework.beans.GenericTypeAwarePropertyDescriptor,4,31,25,29,87
org.springframework.util.xml.StaxUtilsTests,1,6,12,15,38
org.springframework.cache.interceptor.LoggingCacheErrorHandlerTests,4,5,7,10,33
org.springframework.core.codec.ByteBufferEncoder,9,6,12,6,20
org.springframework.orm.jpa.domain.PersonListener,4,1,0,0,6
org.springframework.test.web.servlet.result.FlashAttributeResultMatchers,5,6,6,10,21
org.springframework.util.concurrent.ListenableFutureCallbackRegistry,8,18,10,0,81
org.springframework.messaging.simp.user.UserDestinationMessageHandler,18,25,27,49,156
org.springframework.web.socket.sockjs.transport.handler.AbstractHttpReceivingTransportHandler,12,12,20,15,52
org.springframework.web.servlet.mvc.method.annotation.ServletResponseMethodArgumentResolver,9,9,11,6,32
org.springframework.context.testfixture.cache.AbstractCacheTests,5,19,28,136,131
org.springframework.web.testfixture.http.client.reactive.MockClientHttpRequest,11,15,31,75,63
org.springframework.dao.support.DataAccessUtilsTests,9,11,26,55,104
org.springframework.test.web.servlet.samples.standalone.resultmatchers.FlashAttributeAssertionTests,3,4,19,0,23
org.springframework.web.reactive.result.method.annotation.ContinuationHandlerMethodArgumentResolver,5,2,4,1,8
org.springframework.web.reactive.result.view.script.ScriptTemplateView,21,71,55,114,233
org.springframework.test.context.jdbc.MetaAnnotationSqlScriptsTests,9,2,1,1,10
org.springframework.web.servlet.tags.form.RadioButtonsTag,1,1,0,0,5
org.springframework.web.servlet.i18n.LocaleChangeInterceptor,8,18,17,30,65
org.springframework.http.codec.multipart.DefaultPartHttpMessageReaderTests,25,27,58,272,197
org.springframework.util.xml.StaxEventHandlerTests,3,1,2,0,7
org.springframework.transaction.config.TransactionManagementConfigUtils,0,0,0,0,10
org.springframework.build.api.ApiDiffPlugin,11,10,54,19,49
org.springframework.web.socket.sockjs.transport.handler.XhrReceivingTransportHandler,8,3,4,3,11
org.springframework.web.servlet.resource.WebJarsResourceResolver,7,12,9,8,44
org.springframework.web.servlet.view.XmlViewResolver,14,14,14,22,59
org.springframework.validation.DataBinderTests,42,90,133,3081,1783
org.springframework.beans.factory.wiring.ClassNameBeanWiringInfoResolverTests,3,2,10,1,12
org.springframework.test.context.junit4.orm.domain.Person,1,11,0,13,39
org.springframework.aop.aspectj.generic.GenericBridgeMethodMatchingTests,6,3,7,0,18
org.springframework.core.Conventions,6,42,43,55,157
org.springframework.test.web.servlet.samples.standalone.resultmatchers.RequestAttributeAssertionTests,3,2,11,0,16
org.springframework.aop.framework.AbstractAdvisingBeanPostProcessor,12,19,21,17,64
org.springframework.web.testfixture.servlet.MockHttpServletResponse,14,123,91,2342,486
org.springframework.web.servlet.i18n.FixedLocaleResolver,8,7,4,15,33
org.springframework.scheduling.SchedulingException,1,2,0,1,8
org.springframework.web.reactive.result.HandlerResultHandlerTests,6,6,14,0,50
org.springframework.jms.config.JmsListenerContainerFactoryIntegrationTests,22,12,27,5,94
org.springframework.r2dbc.connection.init.ScriptStatementFailedException,3,2,2,1,8
org.springframework.web.servlet.tags.form.OptionWriter,8,30,31,38,100
org.springframework.asm.ClassVisitor,8,48,15,0,116
org.springframework.util.concurrent.ListenableFutureTaskTests,5,4,20,6,71
org.springframework.r2dbc.core.DefaultFetchSpec,11,7,15,0,35
org.springframework.messaging.simp.annotation.support.SendToMethodReturnValueHandlerTests,33,44,53,0,458
org.springframework.context.annotation.DeferredImportSelectorTests,3,4,4,6,18
org.springframework.test.context.junit4.profile.xml.ProfileXmlConfigTestSuite,6,0,0,0,2
org.springframework.web.reactive.config.ViewResolverRegistryTests,13,7,21,0,43
org.springframework.web.socket.config.WebSocketNamespaceHandler,4,2,3,0,9
org.springframework.web.util.CookieGenerator,5,23,18,91,87
org.springframework.web.cors.CorsConfiguration,4,106,59,252,351
org.springframework.aop.aspectj.ProceedTests,5,7,18,0,30
org.springframework.dao.DuplicateKeyException,1,2,0,1,8
org.springframework.http.converter.json.MappingJackson2HttpMessageConverter,6,7,3,4,20
org.springframework.beans.propertyeditors.CustomCollectionEditor,2,22,18,16,74
org.springframework.scheduling.support.PeriodicTriggerTests,5,24,18,171,184
org.springframework.web.reactive.resource.EncodedResourceResolver,11,19,24,19,129
org.springframework.web.socket.messaging.WebSocketAnnotationMethodMessageHandlerTests,13,2,17,0,44
org.springframework.test.web.servlet.htmlunit.AbstractWebRequestMatcherTests,2,2,4,1,8
org.springframework.context.annotation.spr10546.Spr10546Tests,18,13,9,60,66
org.springframework.web.servlet.mvc.condition.HeadersRequestCondition,7,27,13,0,91
org.springframework.test.context.testng.AbstractTransactionalTestNGSpringContextTests,17,10,10,0,32
org.springframework.aop.interceptor.AbstractMonitoringInterceptor,5,10,9,9,29
org.springframework.web.servlet.tags.form.OptionTagEnumTests,7,4,20,4,43
org.springframework.context.groovy.TestScope,2,5,1,10,18
org.springframework.web.util.UriUtilsTests,1,13,17,0,78
org.springframework.web.socket.client.ConnectionManagerSupport,3,21,18,83,77
